Year,Week,Age,ILI_Percent 
2022,19,25-49 yr,1.674555561670978
2022,19,50-64 yr,1.1237603785812984
2022,19,65+ yr,0.8809130057472205
2022,20,0-4 yr,9.381718118496861
2022,20,5-24 yr,4.976348944527524
2022,20,25-49 yr,1.6288237893210589
2022,20,50-64 yr,1.1016942605282878
2022,20,65+ yr,0.8701715329151841
2022,21,0-4 yr,9.656474488856142
2022,21,5-24 yr,5.340602831386884
2022,21,25-49 yr,1.7190605239385728
2022,21,50-64 yr,1.1975344640456174
2022,21,65+ yr,0.8732355744747529
2022,22,0-4 yr,10.169506138777763
2022,22,5-24 yr,4.764480283213689
2022,22,25-49 yr,1.7774917176027667
2022,22,50-64 yr,1.1838837526910921
2022,22,65+ yr,0.9298766937153161
2022,23,0-4 yr,9.269992597006302
2022,23,5-24 yr,3.75679217135328
2022,23,25-49 yr,1.5681130827850105
2022,23,50-64 yr,1.1518615145687938
2022,23,65+ yr,0.8966264665482087
2022,24,0-4 yr,8.783591030980773
2022,24,5-24 yr,3.0852263879340796
2022,24,25-49 yr,1.449572993155219
2022,24,50-64 yr,1.0345792866418357
2022,24,65+ yr,0.8347092566225846
2022,25,0-4 yr,7.9418709565951895
2022,25,5-24 yr,2.678958660367148
2022,25,25-49 yr,1.3698363337726331
2022,25,50-64 yr,1.039645881447267
2022,25,65+ yr,0.824311562251784
2022,26,0-4 yr,7.45763706231483
2022,26,5-24 yr,2.3144773716766904
2022,26,25-49 yr,1.287517930860791
2022,26,50-64 yr,0.9724706431293257
2022,26,65+ yr,0.7983715088754634
2022,27,0-4 yr,7.2473937449879715
2022,27,5-24 yr,2.2990586531498916
2022,27,25-49 yr,1.2638132761287786
2022,27,50-64 yr,0.9867770355604925
2022,27,65+ yr,0.8103134155649112
2022,28,0-4 yr,6.5405290919910035
2022,28,5-24 yr,2.146663205948364
2022,28,25-49 yr,1.2481838734305177
2022,28,50-64 yr,0.9715802411419179
2022,28,65+ yr,0.7555543329757287
2022,29,0-4 yr,6.395662302519812
2022,29,5-24 yr,2.1266082593739903
2022,29,25-49 yr,1.2375631861872252
2022,29,50-64 yr,0.9315492479287373
2022,29,65+ yr,0.7550636108942268
2022,30,0-4 yr,6.386568453973087
2022,30,5-24 yr,2.0645122057823064
